ra,dec
ra,dec
62.8139,-4.763725719093898
63.42618,-4.651534228663483
64.03981,-4.541135930549146
64.65478,-4.432564426806852
65.27104,-4.325842122847057
65.88859,-4.220972410189354
66.5074,-4.117990149126598
67.12744,-4.0169170683876025
67.74869,-3.917778548386561
68.37112,-3.820577320298419
68.9947,-3.725348310836473
69.61942,-3.632104284241315
70.24523,-3.540879960448965
70.87212,-3.4516705594910384
71.50005,-3.3645191375143284
72.129,-3.279420704980293
72.75893,-3.1964205331032645
73.38982,-3.1155131808242267
74.02163,-3.0367329815900703
74.65434,-2.9600950123547847
75.2879,-2.885603881755888
75.9223,-2.813286638856251
76.55749,-2.7431569547055723
77.19345,-2.675231669151461
77.83013,-2.6095344863809373
78.46752,-2.546063730936432
79.10556,-2.484852168227992
79.74424,-2.42589767331663
80.38351,-2.369226436181158
81.02334,-2.3148532122589387
81.66369,-2.2627761647834177
82.30454,-2.213029588413466
82.94584,-2.165601199761401
83.58755,-2.120517504876372
84.22965,-2.0777952818720813
84.8721,-2.037431066602096
85.51486,-1.9994419060691548
86.1579,-1.963835099916583
86.80117,-1.930626755106438
87.44465,-1.8998261455023917
88.0883,-1.8714277006391065
88.73208,-1.8454516958906415
89.37595,-1.8218945336881165
90.01989,-1.8007833696336455
90.66385,-1.7821070463030466
91.3078,-1.7658715432062415
91.9517,-1.7520874437052996
92.59553,-1.7407612222047923
93.23924,-1.7319015431745264
93.88279,-1.7254954210209306
94.52617,-1.7215629812357491
95.16932,-1.7201022412689433
95.81223,-1.721111175627012
96.45485,-1.724588287012672
97.09715,-1.730541866067739
97.73909,-1.738973071635236
98.38066,-1.749888047418569
99.02181,-1.763266551923948
99.66251,-1.7791285790021654
100.30274,-1.7974624881371888
100.94246,-1.818268296617738
101.58164,-1.8415534161206537
102.22026,-1.867288861698345
102.85828,-1.8955032667910243
103.49567,-1.9261762541125516
104.13241,-1.9592981139504744
104.76848,-1.994877079494593
105.40383,-2.0329044369963434
106.03846,-2.073378878088373
106.67233,-2.1162902982264318
107.30542,-2.161619366430628
107.9377,-2.2093840467037715
108.56915,-2.259557409254072
109.19976,-2.3121474336949817
109.82948,-2.367133643851112
110.45832,-2.424518369833553
111.08623,-2.4842801798554817
111.71321,-2.5464194613631115
112.33924,-2.61092696458136
112.96429,-2.6777926778001344
113.58835,-2.747007372992204
114.2114,-2.8185514609931026
114.83343,-2.892424748354081
115.45441,-2.968608232241671
116.07434,-3.047102135424467
116.6932,-3.127877070522949
117.31097,-3.210934450542311
117.92765,-3.296263138974137
118.54321,-3.383845338635126
119.15766,-3.47366992524141
119.77097,-3.565720091244682
120.38315,-3.6599837421048775
120.99417,-3.756443283733944
121.60403,-3.855099385456008
122.21273,-3.9559313232410425
122.82025,-4.058911132841114
123.42659,-4.164039070755138
124.03174,-4.27130582718954
124.63571,-4.380681843189745
125.23847,-4.492148174780184
125.84004,-4.605705701177303
126.4404,-4.721334499329188
127.03955,-4.83901499416125
127.6375,-4.958727889296284
128.23424,-5.080465398886702
128.82976,-5.204205448300598
129.42408,-5.329930411744499
130.01719,-5.45763116196726
130.60909,-5.587286601673842
131.19978,-5.718878097879308
131.78927,-5.852396512974433
132.37756,-5.98781188358128
132.96465,-6.125124238777383
133.55055,-6.264293599382302
134.13526,-6.405321952806942
134.71879,-6.548187172632561
135.30114,-6.692861536770499
135.88231,-6.839344871428745
136.46232,-6.987606157559529
137.04117,-7.1376261932925615
137.61888,-7.289395072378641
138.19543,-7.442902579885429
138.77086,-7.598108776039169
139.34516,-7.755003417734343
139.91834,-7.913585399587234
140.49042,-8.073815442194407
141.06141,-8.235672676782201
141.63131,-8.399166527489195
142.20013,-8.56424608151208
142.76789,-8.730911985365235
143.33461,-8.899142887476922
143.90028,-9.068917668669824
144.46493,-9.240215922898008
145.02856,-9.413027226026829
145.5912,-9.587318393896252
146.15285,-9.76309093548098
146.71353,-9.940301373790229
147.27325,-10.11896029414238
147.83202,-10.299014276297076
148.38987,-10.480473841165178
148.9468,-10.663306281156837
149.50283,-10.847499077983144
150.05798,-11.033022660186704
150.61226,-11.219872345519862
151.16569,-11.408018492798394
151.71829,-11.597437345304604
152.27007,-11.788128098997134
152.82104,-11.980057021599976
153.37123,-12.173211332032452
153.92065,-12.367569934673805
154.46932,-12.563109066833004
155.01725,-12.759805822704058
155.56447,-12.95765700629574
156.11099,-13.156640709350045
156.65683,-13.356722742380397
157.20201,-13.557900026616124
157.74654,-13.760138433266832
158.29045,-13.96342456889264
158.83375,-14.167745213791102
159.37646,-14.373067092588864
159.9186,-14.5793836918884
160.46019,-14.786673697801454
161.00125,-14.994910622574023
161.54179,-15.204080811011398
162.08184,-15.414159789170032
162.62141,-15.625132859644935
163.16053,-15.83696528103492
163.69921,-16.049661406301595
164.23747,-16.263186338570545
164.77533,-16.477515268027787
165.31282,-16.692642241916275
165.84994,-16.908541296010394
166.38673,-17.125187407388175
166.92319,-17.342564463509074
167.45936,-17.560656360792304
167.99524,-17.779426845406636
168.53087,-17.998868696335787
169.06625,-18.21896757692548
169.6014,-18.43968511990473
170.13636,-18.661014878378992
170.67113,-18.882930353177105
171.20574,-19.105414017699932
171.7402,-19.32843825289253
172.27454,-19.551996378816145
172.80878,-19.776050693268147
173.34293,-20.00058339722049
173.87701,-20.22557665952794
174.41105,-20.45101258016875
174.94506,-20.67686320999986
175.47906,-20.903119529537086
176.01307,-21.129743491720475
176.54711,-21.35672595666289
177.08121,-21.584039758252324
177.61537,-21.811654671492597
178.14961,-22.03957241914774
178.68397,-22.26775265171183
179.21844,-22.49617698194766
179.75306,-22.724825972042463
180.28784,-22.95367013400315
180.82281,-23.182698930689977
181.35797,-23.411883807756677
181.89334,-23.64120306868685
182.42895,-23.87062806097352
182.96482,-24.10014809571352
183.50095,-24.3297423221794
184.03737,-24.55937000265559
184.5741,-24.78902123373842
185.11115,-25.018675157798597
185.64854,-25.24830983469746
186.18629,-25.477895227919795
186.72441,-25.707399420264377
187.26292,-25.93682229836749
187.80183,-26.166130766760677
188.34117,-26.39529481204295
188.88095,-26.624301216814636
189.42119,-26.853119847273685
189.96189,-27.081727415504467
190.50308,-27.3101028001452
191.04477,-27.538223724349024
191.58698,-27.7660579570423
192.12972,-27.99360309549982
192.67301,-28.220816859807016
193.21685,-28.447675957068817
193.76127,-28.674159073163228
194.30628,-28.90025172178086
194.85189,-29.12592263743366
195.39811,-29.351138382292284
195.94496,-29.57589658787853
196.49246,-29.800152794074428
197.0406,-30.023894612686945
197.58941,-30.247089650059003
198.1389,-30.46972242537911
198.68908,-30.69177162856308
199.23995,-30.913202767975896
199.79154,-31.13399134627419
200.34385,-31.35411615899461
200.89689,-31.573561615233977
201.45067,-31.792294320689884
202.0052,-32.01029099679491
202.5605,-32.22753716273356
203.11656,-32.443988453399584
203.6734,-32.659641507729134
204.23103,-32.87446198273074
