               RA               DEC
057.6845391596263 -06.0948968287736
290.6765137220008 -14.1290307713611
330.3046841623079 +28.3069186979617
288.0608987072861 +02.8865106083781
098.4303226679296 -75.6299878581911
063.8408154922788 -07.6581122185525
144.0068217372529 -21.6607993351978
343.3197190985359 -14.2636955700514
049.9818788009275 -43.0697819967850
111.8520790356679 +05.2257893030714
224.9766109720996 -18.5377125543781
264.1079137894188 +68.3391415631039
233.0538846287579 -41.2755917871900
255.1136852713775 -18.8329023091317
229.8617789114604 -07.7222748604072
069.4205434044846 +52.8936147112328
103.1279927980400 +47.1763684984600
271.2815781328108 -03.0313192179639
025.7540974073892 -67.3084314062483
258.03296559      +45.66589325
184.7474988697737 +11.1260481211992
117.9777970688342 -00.0034052835489
339.6886719912471 -20.6143917323583
018.1276536776592 -16.9989883365442
054.8968847917542 -35.4287894434258
004.5953540832000 +44.0229549865522
247.5752433114095 -12.6625892271478
188.3223740609454 +09.0209264713461
206.4323981655095 +14.8915199187325
183.5689540088558 +00.6239895692831
247.5752433114095 -12.6625892271478
135.0981088266879 +21.8346948141694
323.3915629966566 -49.0089998408411
229.8617789114604 -07.7222748604072
130.3851211877071 -32.9424766176281
313.3324538386721 +62.1543936837181
321.6108540943637 -65.3661980715336
115.0491965490050 -42.9611922142586
015.6619502612442 +62.3450486826197
275.3673230597930 +14.2335720379530
279.23473479      +38.78368896
173.8622823626925 -32.5399678375219
286.8050164601596 +20.8770161551731
024.7557385671308 -17.9507187421642
259.7451137490841 -34.9968368537172
103.0751729750763 -05.1900117587425
194.7698748664496 -43.6067876456583
055.8120855748129 -09.7633919321942
103.7039919305688 +33.2681773006719
119.5529252752350 +41.3036985637106
282.4556824008354 -23.8362353820417
012.2912430722204 +05.3886093969297
039.0636119685362 +06.8716432221183
346.4668157737879 -35.8530708847331
179.8640052287908 -52.7885864777256
229.8617789114604 -07.7222748604072
044.3576491880433 -31.0978321594075
142.6857724645392 +00.3226649589597
101.28715533      -16.71611586
070.7323959199788 +18.9581655408456
146.1243198707437 -45.7765076776903
331.0441465885213 -56.7828441951161
134.562757400     +19.763044500
303.4724843743875 -45.1640195974539
224.3666699661550 -21.4154797959194
000.5446841568746 -43.1653862718506
018.1276536776592 -16.9989883365442
222.8460153375900 +19.1019132633100
204.1327174331333 +03.6794283814850
030.0539846659696 +13.0519446025669
144.0068217372529 -21.6607993351978
271.3635350549963 +02.5001462819314
053.9987465055250 -44.5127030084914
224.36055542      -21.41154939
049.9818788009275 -43.0697819967850
212.9995804491958 -41.5394212569447
259.73818680      -34.98976155
006.1840728786217 -27.1403508979483
343.9396364984221 -75.4586676760997
146.1243198707437 -45.7765076776903
229.8617789114604 -07.7222748604072
327.9171153843799 +59.2930152774300
134.5628122129913 +19.7634050337150
018.1276536776592 -16.9989883365442
164.1205036259475 +07.0147231348017
070.7323959199788 +18.9581655408456
026.0170130716342 -15.9374798910214
263.8060049418992 -48.6800340143997
175.5462222295741 +26.7065696618828
114.104659200     +07.078649800
357.3021878550325 +02.4012237435814
202.4991079143129 +10.3771623701597
138.6028451944162 +52.6863617977528
058.1739660183333 +17.0178249248225
310.4631677013837 -32.4361752268664
097.69429500      -76.71915900
049.9818788009275 -43.0697819967850
223.6218174333779 +16.1010549972444
043.2537158051704 +16.8812867194825
355.4793179177150 +44.1774496975322
298.4797520974621 +44.4150409044589
259.7659897989304 -46.6362334491697
266.6039958771442 +27.7168028594672
173.8622823626925 -32.5399678375219
229.8617789114604 -07.7222748604072
063.8179984124771 -07.6528696608383
218.5700485931079 -12.5195595820939
292.1729543067879 +23.9339362172136
090.2960229771708 +59.5971900181692
247.5752433114095 -12.6625892271478
236.6737137970979 -55.5798573498042
130.3338694118434 +59.4973455729211
075.4892755489467 -06.9462156337492
253.8698232042    -08.3363299581
166.3690706208596 +43.5267741524225
259.7451137490841 -34.9968368537172
282.8330900090000 +33.1860025590605
053.2326853798279 -09.4582609705181
339.07023500      +51.09686700
270.1103277231654 +01.5824708462353
015.8326458627408 +62.3655103412878
323.3915629966566 -49.0089998408411

